Unnamed: 0	enumeration	enumeration_description
in.puma	G12010305	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10305"
in.puma	G12010306	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10306"
in.puma	G12010307	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10307"
in.puma	G12010308	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10308"
in.puma	G12010501	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10501"
in.puma	G12010502	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10502"
in.puma	G12010503	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10503"
in.puma	G12010504	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10504"
in.puma	G12010700	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10700"
in.puma	G12010900	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 10900"
in.puma	G12011101	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11101"
in.puma	G12011102	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11102"
in.puma	G12011300	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11300"
in.puma	G12011501	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11501"
in.puma	G12011502	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11502"
in.puma	G12011503	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11503"
in.puma	G12011701	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11701"
in.puma	G12011702	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11702"
in.puma	G12011703	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11703"
in.puma	G12011704	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 11704"
in.puma	G12012100	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 12100"
in.puma	G12012701	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 12701"
in.puma	G12012702	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 12702"
in.puma	G12012703	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 12703"
in.puma	G12012704	"GISJOIN identifier for each PUMA, the NHGIS state code is 12, the NHGIS PUMA code is 12704"
in.puma	G13000100	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00100"
in.puma	G13000200	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00200"
in.puma	G13000300	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00300"
in.puma	G13000401	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00401"
in.puma	G13000402	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00402"
in.puma	G13000500	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00500"
in.puma	G13000600	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00600"
in.puma	G13000700	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00700"
in.puma	G13000800	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00800"
in.puma	G13000900	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 00900"
in.puma	G13001001	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01001"
in.puma	G13001002	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01002"
in.puma	G13001003	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01003"
in.puma	G13001004	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01004"
in.puma	G13001005	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01005"
in.puma	G13001006	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01006"
in.puma	G13001007	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01007"
in.puma	G13001008	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01008"
in.puma	G13001100	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01100"
in.puma	G13001200	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01200"
in.puma	G13001300	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01300"
in.puma	G13001400	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01400"
in.puma	G13001500	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01500"
in.puma	G13001600	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01600"
in.puma	G13001700	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01700"
in.puma	G13001800	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01800"
in.puma	G13001900	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 01900"
in.puma	G13002001	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02001"
in.puma	G13002002	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02002"
in.puma	G13002003	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02003"
in.puma	G13002004	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02004"
in.puma	G13002100	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02100"
in.puma	G13002200	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02200"
in.puma	G13002300	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02300"
in.puma	G13002400	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02400"
in.puma	G13002500	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02500"
in.puma	G13002600	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02600"
in.puma	G13002700	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02700"
in.puma	G13002800	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02800"
in.puma	G13002900	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 02900"
in.puma	G13003001	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03001"
in.puma	G13003002	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03002"
in.puma	G13003003	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03003"
in.puma	G13003004	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03004"
in.puma	G13003005	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03005"
in.puma	G13003101	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03101"
in.puma	G13003102	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03102"
in.puma	G13003200	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03200"
in.puma	G13003300	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03300"
in.puma	G13003400	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03400"
in.puma	G13003500	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03500"
in.puma	G13003600	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03600"
in.puma	G13003700	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03700"
in.puma	G13003800	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03800"
in.puma	G13003900	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 03900"
in.puma	G13004000	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04000"
in.puma	G13004001	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04001"
in.puma	G13004002	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04002"
in.puma	G13004003	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04003"
in.puma	G13004004	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04004"
in.puma	G13004005	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04005"
in.puma	G13004006	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04006"
in.puma	G13004100	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04100"
in.puma	G13004200	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04200"
in.puma	G13004300	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04300"
in.puma	G13004400	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04400"
in.puma	G13004500	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04500"
in.puma	G13004600	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 04600"
in.puma	G13005001	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 05001"
in.puma	G13005002	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 05002"
in.puma	G13006001	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 06001"
in.puma	G13006002	"GISJOIN identifier for each PUMA, the NHGIS state code is 13, the NHGIS PUMA code is 06002"
in.puma	G16000100	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00100"
in.puma	G16000200	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00200"
in.puma	G16000300	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00300"
in.puma	G16000400	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00400"
in.puma	G16000500	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00500"
in.puma	G16000600	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00600"
in.puma	G16000701	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00701"
in.puma	G16000702	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00702"
in.puma	G16000800	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00800"
in.puma	G16000900	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 00900"
in.puma	G16001000	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 01000"
in.puma	G16001100	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 01100"
in.puma	G16001200	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 01200"
in.puma	G16001300	"GISJOIN identifier for each PUMA, the NHGIS state code is 16, the NHGIS PUMA code is 01300"
in.puma	G17000104	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00104"
in.puma	G17000105	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00105"
in.puma	G17000202	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00202"
in.puma	G17000300	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00300"
in.puma	G17000401	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00401"
in.puma	G17000501	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00501"
in.puma	G17000600	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00600"
in.puma	G17000700	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00700"
in.puma	G17000800	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00800"
in.puma	G17000900	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 00900"
in.puma	G17001001	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01001"
in.puma	G17001104	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01104"
in.puma	G17001105	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01105"
in.puma	G17001204	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01204"
in.puma	G17001205	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01205"
in.puma	G17001300	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01300"
in.puma	G17001500	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01500"
in.puma	G17001602	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01602"
in.puma	G17001701	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01701"
in.puma	G17001900	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 01900"
in.puma	G17002000	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02000"
in.puma	G17002100	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02100"
in.puma	G17002200	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02200"
in.puma	G17002300	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02300"
in.puma	G17002400	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02400"
in.puma	G17002501	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02501"
in.puma	G17002601	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02601"
in.puma	G17002700	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02700"
in.puma	G17002801	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02801"
in.puma	G17002901	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 02901"
in.puma	G17003005	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03005"
in.puma	G17003007	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03007"
in.puma	G17003008	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03008"
in.puma	G17003009	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03009"
in.puma	G17003102	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03102"
in.puma	G17003105	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03105"
in.puma	G17003106	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03106"
in.puma	G17003107	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03107"
in.puma	G17003108	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03108"
in.puma	G17003202	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03202"
in.puma	G17003203	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03203"
in.puma	G17003204	"GISJOIN identifier for each PUMA, the NHGIS state code is 17, the NHGIS PUMA code is 03204"
